index,sample.T1,sample.T2,sample.T3,sample.T4,sample.T5,sample.T6,sample.T7,sample.T8,sample.T9,sample.T10,sample.T11,sample.T12,sample.T13,sample.T14,sample.T15
09-12-11,3.429366226,-15.67492762,-1.102423196,-2.568285328,5.798842773,2.375945189,2.531768006,12.48556563,,14.93315317,0.007981403,-1.698425916,-17.1013265,-17.57261038,7.026456509
16-12-11,3.761154109,-16.17852928,-0.923588945,-4.866899397,,1.385228125,2.001514125,12.257958,,15.23132762,-0.733623289,-2.435465631,-16.94608634,-18.33087495,7.432185852
23-12-11,3.97517138,-16.19821788,-1.286744073,-4.475448543,,2.406093572,2.142836154,10.35201098,,16.56358978,-0.170624962,-1.211364139,-16.42693711,-17.13459656,6.134234633
30-12-11,2.935758942,-16.00051172,-1.690499188,-5.508008505,,1.529615063,1.488245316,9.819389993,,14.38895114,0.291054219,0.041543017,-18.16586872,-16.42110458,5.712584172
06-01-12,2.263692833,-16.32865684,-2.13935293,-5.828428891,,1.547221212,3.241450163,10.09166406,,15.76014077,0.286157085,-0.092984245,-19.28847662,-16.54981496,5.990129192
13-01-12,0.46996591,-16.87701301,-1.142233079,-5.794776079,0.065293098,0.946809965,4.595250163,9.625784664,,16.52107899,1.503037599,-0.980896772,-18.10521456,-16.97604797,6.531356987
20-01-12,0.644272992,-17.61944406,-0.969526976,-4.624556578,,2.818491358,4.192812087,9.452960243,,17.48752429,1.218677271,1.42913838,-16.77198207,-16.77763328,5.962040365
27-01-12,2.268553305,-17.13163936,-1.146364798,-6.366971799,,2.706229582,1.915146868,10.96778009,,17.09994493,-1.016963139,1.697289812,-15.7434865,-15.10082918,8.148999151
03-02-12,3.482858496,-16.75509287,-0.81938438,-6.448235618,,3.507862906,3.574800975,10.07122106,,16.81138865,-2.792564121,2.233556634,-13.79772063,-16.07046717,8.831294871
10-02-12,2.688949984,-17.42508246,-1.004979047,-5.766041807,,2.466296402,3.907644142,8.446560065,,19.8100599,-2.543900156,0.861920303,-14.44057778,-16.15428712,10.29127493
17-02-12,2.303440003,-18.65040695,-0.527905651,-5.746814473,-1.399780738,2.375368902,4.822784807,9.283053376,,18.59636465,-2.633638425,1.277756261,-13.45667446,-17.094598,10.55993606
24-02-12,2.497474923,-19.07533054,-1.381053992,-6.060765915,,1.817664529,4.747306192,10.11373812,,20.4903008,-1.771031243,1.625040289,-13.57936495,-16.36600711,10.53020394
02-03-12,1.518576755,-22.31664429,-1.554174566,-5.712259204,,0.791384167,5.958886227,11.29786516,,21.45288342,-1.757506858,0.622177738,-14.50634525,-17.53758566,10.59537802
09-03-12,4.565726935,-22.09340008,-1.384664943,-6.056335998,,0.333581185,5.979911208,13.14489872,,22.76652051,-1.066200062,2.658850427,-17.01366358,-16.80021553,10.9192806
16-03-12,4.290549603,-20.68435993,-1.353365602,-7.072223918,-4.313692109,1.333650666,7.392123532,13.93968472,,20.90182687,-0.220969373,2.941863417,-17.57997169,-17.76934037,11.00631663
23-03-12,3.943720559,-20.91752556,-0.988639058,-7.60433545,,2.034959907,9.484795365,14.82788937,,21.79489719,-1.222838067,0.579858466,-17.9366734,-18.56898543,9.072317026
30-03-12,5.229813826,-21.88932055,0.375027973,-7.969973104,,0.369304315,9.45612106,15.28787714,,20.92631874,-3.398008595,1.075682861,-17.31826682,-18.21082203,7.481189696
06-04-12,5.482471201,-21.2683812,2.682690067,-8.26410461,,-0.182607334,8.979494333,13.55402469,,21.58450137,-5.755686072,-0.347081942,-16.20768585,-19.18792684,7.662278631
13-04-12,6.920739826,-21.76906378,2.115751673,-8.904668543,-5.48263027,0.936250063,9.163020035,13.74898433,,20.91158792,-4.699936829,-0.983881686,-16.6121527,-19.31553082,7.634097905
20-04-12,6.788541996,-22.90649997,1.564402358,-6.902231689,,1.971626176,9.352745027,15.11435482,,20.84552391,-3.725133258,-1.310095068,-15.65990384,-17.80034042,6.721888019
27-04-12,8.974663734,-22.95364137,2.335317826,-5.578064586,,1.780153831,8.216437186,13.46500114,,20.5319439,-3.339049457,0.528174733,-15.6209572,-17.02829322,4.941841144
04-05-12,8.863884464,-23.95840328,1.17005527,-4.589824507,,0.935788927,7.871316581,13.57491846,,21.45418321,-2.735438733,-0.23139907,-15.50407887,-17.33629457,5.118540166
11-05-12,8.31619753,-24.9305428,-0.569812814,-3.63236459,,0.645101204,9.793292776,15.42090017,,22.14644949,-3.305718671,1.198136674,-16.39715152,-17.73529435,3.661005121
18-05-12,7.703381551,-27.13432301,-0.598612386,-4.575060592,-0.238854303,0.349481327,10.02714171,15.89882138,,20.5981862,-2.666963573,0.890432667,-16.25650663,-17.08005302,3.935983197
25-05-12,6.126009965,-26.22176945,-1.609526711,-6.80449167,,-0.002306751,9.818182748,15.49403382,,18.27093369,-4.355454579,0.139519485,-16.49022803,-17.17899837,2.434416578
01-06-12,7.224011766,-26.49568625,-1.683571659,-5.810984887,,-0.152778358,10.08449101,14.71750688,,18.14128373,-3.936970261,0.378473534,-17.01353361,-18.63187617,2.659000081
08-06-12,8.360154567,-25.21081171,-1.750635425,-5.093659983,,0.69382112,9.497666191,15.35150566,,18.89732905,-3.598707837,0.300124732,-17.0761699,-19.35455275,3.282638727
15-06-12,7.696412766,-23.54537985,-0.923603856,-4.562893774,1.244415505,1.522934596,10.92486476,14.75928811,,19.93374114,-2.237133839,-1.118695113,-16.50670104,-19.28622284,4.179805
22-06-12,7.107232664,-24.13496961,-0.467819316,-5.943616064,,0.37756859,11.54864175,14.61960412,,20.70295809,-2.017747659,-3.649051777,-17.23877679,-20.87960834,3.226730883
29-06-12,6.282338314,-24.22861178,-0.996472262,-7.465973149,,0.251458885,11.91526681,16.84298876,,19.90667637,-2.184276645,-3.07322557,-18.59284598,-21.25920664,3.846952085
06-07-12,5.705455247,-25.44446596,-2.104668195,-8.43892114,,2.115931825,12.00616619,17.28464453,,18.26586665,-1.665121071,-4.233491412,-19.21701906,-22.90637782,3.099903036
13-07-12,4.505450896,-26.20631287,-1.760902815,-8.572771766,4.065968664,1.952316995,14.20295299,17.60069705,,17.8018673,-1.593956852,-3.909555245,-19.96325592,-23.50950644,4.020138597
20-07-12,4.605112109,-26.97863085,-2.644038844,-9.289600392,,3.465911817,12.9095188,17.02105682,,15.50958327,-2.638965526,-3.288999099,-20.1976165,-23.105026,2.172694299
27-07-12,5.386335332,-27.38687878,-3.615954314,-10.57183261,,4.015578202,12.56172333,15.47484804,,14.91015214,-2.561775986,-4.791245793,-20.21775953,-23.17814285,2.573622231
03-08-12,5.279662353,-28.8379273,-2.88611916,-10.07374014,,5.25370777,12.84476683,15.02165618,,15.76372512,-2.412519556,-6.182850627,-19.35531773,-24.49002909,2.015593959
10-08-12,4.751968525,-29.11597441,-4.130854655,-8.980111586,,6.373870562,12.63577402,15.99647128,,15.04888722,-0.516531839,-5.396855088,-19.33370069,-23.94337646,1.253237587
17-08-12,6.403878324,-28.52748259,-3.291616286,-10.91123856,7.691141007,6.395882879,12.04852072,14.74574376,,14.93815295,0.388010632,-7.104817359,-18.95874408,-23.09338151,1.440979942
24-08-12,6.79260121,-28.8520519,-1.014819035,-11.01078102,,6.834578322,12.84369928,14.02871708,,16.04964107,1.389906223,-7.092840777,-19.44220203,-23.70453564,3.272970311
31-08-12,8.183258166,-29.79014936,-0.601583493,-9.799570384,,5.361353901,12.49356867,14.73798228,,16.32196024,0.356084324,-8.543003219,-19.76597449,-23.1479606,5.165227223
07-09-12,9.18430233,-30.44144019,-0.122708838,-11.92347727,,3.707356363,13.01679894,14.66479887,,14.13556658,2.046768736,-7.49992088,-20.47945881,-22.07651549,5.28294304
14-09-12,9.330443375,-28.70963191,-1.521110496,-13.53904082,9.204210896,0.736709722,13.10349477,15.0654919,,13.32367349,1.775473914,-6.548152837,-20.51164483,-22.19750236,4.167118498
21-09-12,9.764248705,-29.0749799,-2.780822655,-14.3458163,,-0.063698897,13.520694,14.70942987,,13.33029294,0.854394812,-7.23809993,-20.93300006,-21.61899171,4.830481836
28-09-12,11.40864813,-29.62712589,-2.857055281,-14.91966935,,-0.14380817,15.16798164,13.7966794,,13.8194851,1.215098378,-7.641398566,-20.36832304,-21.34477654,6.462004774
05-10-12,10.61985174,-30.59794392,-1.272236283,-13.83778046,,2.412584608,16.85471738,13.71737921,,13.57472772,3.124906263,-8.674247453,-20.53370573,-22.92373141,6.606078775
12-10-12,11.94130592,-30.25861666,-2.441815449,-13.62104202,8.172147634,1.98875837,15.75217996,15.26948533,17.64253952,13.20429025,2.386193076,-8.213080927,-21.4559791,-24.39774346,6.962639528
19-10-12,11.45010006,-29.18338718,-1.754397276,-13.68184315,,3.011878209,16.87470562,14.82038186,18.61725308,14.35784212,2.70804582,-8.628089612,-22.42516762,-21.69115743,7.398526253
26-10-12,11.62336508,-28.77977593,-2.532501416,-16.03785099,,1.751934907,18.23521859,16.72221001,15.83516727,14.93885952,4.066311532,-9.771141562,-20.75527863,-22.56740043,6.665116948
02-11-12,11.01683868,-28.47434079,-2.103826139,-14.76826834,,1.582480554,18.78227581,15.88145482,15.08563297,14.730398,4.456275938,-10.65235034,-20.32927783,-20.77076509,7.21609438
09-11-12,12.53098233,-28.32067652,-3.36290597,-14.67648204,,2.257804644,20.09689069,16.69304061,14.01716788,14.93609829,3.506599581,-10.97451315,-22.49086938,-21.29552596,7.816323648
16-11-12,11.5672029,-28.58075013,-4.286834083,-15.27189628,8.388935224,1.263366418,20.13172623,16.19520611,13.82497588,14.29965668,4.452351922,-9.852199529,-21.86648929,-20.72943596,8.699158772
23-11-12,11.93209872,-29.67436794,-4.452865192,-15.30227594,,2.057518421,19.23452051,14.56983295,13.42765574,15.06240014,4.488388852,-9.681303476,-23.22162775,-21.09453576,7.478091462
30-11-12,12.12960979,-30.66118375,-4.602978826,-13.17407308,,-1.251510836,19.83265639,13.33930933,13.42148922,17.40734865,4.931823359,-9.555828541,-21.32961943,-21.4428672,5.8518176
07-12-12,9.258602448,-29.23438244,-3.233138483,-13.05639104,,-0.463483757,19.25031176,13.83211625,13.17882072,16.77986533,4.406802628,-9.826995657,-22.47207232,-22.21886074,6.305757025
14-12-12,10.24931154,-30.58164186,-3.17442599,-11.90083522,5.798842773,1.668320288,19.94517787,15.17985298,12.42855805,18.44234028,5.331610039,-9.317823866,-21.76601011,-22.34448878,5.402075287
21-12-12,12.48008849,-32.5712354,-4.289074296,-10.99352045,,0.736832205,19.6308248,15.77228883,11.06792101,20.17545473,3.519598002,-8.445926121,-23.52785819,-22.70135877,2.084997357
28-12-12,12.53094582,-32.70785814,-5.125207852,-10.32991366,,0.90835242,18.90244277,15.19031556,9.146553641,20.81816682,3.955226447,-7.438112237,-23.93890397,-22.99340829,-0.009944873
04-01-13,11.80328265,-33.33449418,-4.311368245,-9.33188591,,-1.340252314,19.95594596,16.74702365,7.353570907,22.13775214,5.404583261,-8.24119314,-24.40698945,-24.14298564,-1.775511125
11-01-13,12.86352457,-33.87544976,-3.516136194,-10.4128091,,-1.689555691,19.53330201,15.71524669,6.237903605,21.6685137,4.803570872,-8.728423653,-23.86712563,-24.18562632,-1.634887881
18-01-13,12.33718393,-33.93087024,-1.774499424,-10.80867487,0.065293098,-3.405501168,21.50226191,16.30420736,6.773991232,22.55202641,4.009664318,-9.484319941,-23.79809274,-24.20436109,-3.201954817
25-01-13,13.67405953,-32.97392582,-2.505969751,-10.88321573,,-4.715623327,21.83986455,18.23026977,9.085008679,23.75199071,4.354470542,-10.35451835,-22.54959511,-24.05768646,-1.573978826
01-02-13,15.57920367,-33.21114975,-2.121162491,-10.72382768,,-5.114601373,21.32167467,19.1312359,7.73288667,23.45433334,5.321591424,-10.90323905,-22.81354379,-22.24771645,-1.025720107
08-02-13,15.77273721,-33.31537765,-1.755988308,-9.546620639,,-4.889688758,22.08001059,18.87263555,7.416228788,24.40150257,6.792427348,-11.38525766,-21.92253703,-24.85657218,-1.850833345
15-02-13,16.5345451,-34.05328339,-1.772443049,-11.20634601,,-4.77863708,21.41298778,20.89544813,6.257970099,24.72259737,5.757180332,-12.00232356,-21.11886848,-23.72553424,-1.958904276
22-02-13,16.84715789,-35.06697341,-3.101090407,-12.25490856,-1.399780738,-6.393539372,21.35229552,20.65748071,5.26924192,26.7547331,6.067215704,-11.95951025,-20.65458716,-24.82510076,-3.120310552
01-03-13,16.86041769,-33.78911856,-2.807535789,-12.91485746,,-4.990454093,21.29409296,21.33328796,5.13283272,26.84636625,4.241934162,-14.32881092,-20.29029965,-25.32210839,-2.193622488
08-03-13,15.97002777,-34.1639704,-1.167494422,-12.48162884,,-2.727595733,21.18966736,21.17934133,5.905707998,25.40779828,3.137425869,-13.76613962,-18.9787217,-24.54811668,-1.805345729
15-03-13,15.63213068,-34.08110446,-1.708220692,-10.17330263,,-4.160167311,21.8997682,23.20415995,5.827508385,24.95054346,3.052995562,-12.506669,-18.76827045,-23.86796755,-1.995859808
22-03-13,16.23874175,-34.1644974,-4.27757404,-6.800312327,-4.313692109,-4.578404065,21.6544551,22.08623417,6.092572283,23.54685547,2.278293873,-12.91964006,-18.16164419,-25.03818582,-3.246400964
29-03-13,16.36440726,-35.09458105,-4.434426041,-6.627653948,,-2.822692583,20.22143047,23.19907904,4.984766858,23.90965021,0.667378491,-14.39832698,-18.44724051,-26.68413728,-4.170742938
05-04-13,17.65263754,-35.57894714,-5.021446017,-6.191762096,,-1.999615137,20.50472855,23.15659029,5.272739701,22.96164357,-1.174305522,-15.45197741,-19.90694719,-26.98968141,-3.728967218
12-04-13,18.55971326,-35.89655207,-5.104381416,-5.048828716,,-3.077523484,20.64553332,24.62072454,5.084143799,24.3681404,0.887288065,-16.49490896,-19.92872636,-27.74149568,-3.499144343
19-04-13,19.8305315,-35.31713372,-5.624502784,-6.434149944,-5.48263027,-4.405036034,19.20528851,27.28194369,6.320864502,24.38074257,0.06566205,-18.03278337,-20.07969862,-28.55522767,-4.474728415
26-04-13,19.10175512,-34.07472716,-5.512231263,-5.844456355,,-3.860830335,18.7119632,26.18855685,4.884583241,24.54976047,0.047222494,-16.30159411,-18.3251585,-29.45244619,-4.744183339
03-05-13,18.60617023,-35.86424337,-7.415040966,-4.620518574,,-5.070191536,19.60018982,25.14147632,6.139220544,25.44499888,-0.996045414,-16.25488079,-16.5777709,-31.57121895,-5.495115245
10-05-13,17.23925831,-35.58389544,-6.418227015,-3.927641662,,-4.132146088,16.54576575,25.35393416,8.236621084,25.37984763,0.048842464,-13.85694124,-17.75146614,-30.35531024,-5.852751351
17-05-13,18.49478953,-34.92554128,-6.310109705,-2.639278227,,-5.205545864,17.62687044,26.81352076,8.78964414,25.53981616,-0.957806746,-13.39251999,-16.88190946,-29.16359751,-6.648727197
24-05-13,18.27416785,-34.20250636,-6.019611336,-2.731735779,-0.238854303,-5.69725774,17.40797999,26.72122035,7.793125819,26.08657813,0.212905601,-13.18627721,-15.57932411,-29.30720828,-8.434547854
31-05-13,18.5884996,-33.89493318,-6.146639871,-2.122459634,,-4.033238347,17.56251058,27.41093881,7.379421709,25.76049515,-0.520177184,-13.0570651,-15.22372482,-29.90720065,-7.954189567
07-06-13,17.80192582,-34.22382323,-6.938312709,-1.888781738,,-6.052044331,16.79932459,27.87035337,6.844017711,26.74702281,-3.097185699,-12.40645291,-15.73100703,-30.87476765,-6.758998176
14-06-13,17.47443944,-34.61413179,-6.859012636,-3.188332751,,-4.62284626,16.4924872,28.30586684,6.787681125,26.8908606,-2.414137865,-11.07363224,-16.20834159,-30.07901534,-7.975642555
21-06-13,17.96499729,-34.60445524,-5.25309807,-5.000091145,1.244415505,-3.048001436,18.13819678,28.32491513,5.676834019,26.81581277,-3.673018724,-10.01261003,-16.23961172,-29.7287037,-7.618013066
28-06-13,17.41818505,-34.47349309,-4.828302134,-4.71332171,,-2.991566967,17.78074708,30.49687368,5.433399329,26.57063018,-3.190831687,-9.0647778,-16.38812348,-31.83339444,-7.325065354
05-07-13,15.56151029,-34.30597054,-6.324462892,-3.314731978,,-2.702308835,18.25330137,31.12647142,7.337716449,25.38073152,-3.978783626,-8.121088502,-15.67525944,-30.0827681,-8.819448968
12-07-13,14.80488825,-33.03232224,-6.154706413,-3.217270911,,-2.833849414,19.05698943,32.07019505,6.262898934,24.43651878,-4.390039518,-8.669711468,-15.75195298,-29.50165924,-8.939601581
19-07-13,15.24683147,-33.97735481,-6.681263025,-2.597748954,4.065968664,-3.006198667,18.13898228,32.76905955,6.823889694,25.71299814,-3.932644262,-8.244313759,-14.5232626,-30.21285297,-9.599528614
26-07-13,15.40792965,-33.67130974,-6.688486361,-4.57080567,,-3.117117663,18.76250594,31.88365644,6.11693107,24.74696192,-3.709824825,-8.029011465,-15.91451905,-28.52059733,-9.224715798
02-08-13,15.34785663,-34.02948751,-7.187648643,-3.599357135,,-3.757738619,19.1808878,32.80084225,5.362514715,26.27738731,-4.061896345,-7.484660349,-16.35853646,-30.17459254,-7.676201073
09-08-13,14.16093328,-33.9528357,-9.003789794,-3.222131298,,-4.022926619,19.60971443,32.80465832,4.660026564,25.69319264,-5.339239943,-7.051356537,-15.93939381,-30.18350772,-7.676442759
16-08-13,14.47496315,-33.93147098,-9.633689902,-3.889427502,,-1.633582762,20.13512528,32.29901023,4.444233788,25.20585377,-5.057805044,-5.691702596,-15.49426537,-31.06578712,-8.705093646
23-08-13,15.84895554,-33.93404421,-10.72399771,-4.697003236,7.691141007,-0.464813448,19.31755609,32.22228272,4.065976855,24.39141394,-5.657157553,-8.009866814,-14.1519063,-31.43732992,-8.143823307
30-08-13,16.13087138,-32.5563791,-10.74464968,-5.821048723,,-0.789412412,20.3108977,29.55049741,3.949069696,25.40537722,-5.108890725,-8.394332797,-15.8349847,-31.23002376,-7.507941824
06-09-13,15.4846437,-34.02018736,-11.59148807,-6.472621713,,0.100168651,19.29354483,27.42766586,4.37069592,26.03246614,-5.304057863,-8.301504614,-15.27890104,-30.30741068,-6.185666292
13-09-13,14.77813767,-35.2443433,-11.5533901,-4.870321586,,0.41725693,20.04834901,28.39300287,5.401742899,26.73411018,-5.735614801,-10.68606999,-16.40661982,-30.15879405,-7.321024194
20-09-13,14.30675846,-35.01341366,-11.22909414,-5.394115719,9.204210896,-0.158121482,22.43911814,28.39048349,6.371097716,27.88517007,-6.573149626,-8.747551434,-16.35996276,-33.22197393,-6.693725963
27-09-13,14.26946745,-35.39069748,-10.96298058,-6.652109614,,0.275085177,24.38403643,28.08088799,7.581884441,28.37021995,-5.724528673,-9.014259904,-17.44898251,-31.67204126,-5.824705455
